data final,curso,Módulo,Aula,progresso_100,progresso_acumulado
2024-03-21,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,5 - Comunicação Assertiva no Design Thinking,0.0,46.0
2024-03-21,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,7 - Mindfulness,0.0,46.0
2024-03-21,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,8 - RH 4.0,0.0,46.0
2024-03-21,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,3 - Gestão de Cargos e Salários​,0.0,46.0
2024-03-21,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,4 - Férias e Décimo Terceiro Salário,0.0,46.0
2024-03-21,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,5 - Adicionais Trabalhistas Legais,0.0,46.0
2024-03-21,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,6 - Saúde e Qualidade de Vida no Trabalho​,0.0,46.0
2024-03-21,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,7 - Administração de benefícios e carreira​,0.0,46.0
2024-03-22,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring","2 - Conhecimento, Desenvolvimento e Controle Pessoal",0.0,46.0
2024-03-22,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",6 - Trabalho em Equipe e Diversidade,0.0,46.0
2024-03-22,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",8 - Líder Coach: Métodos e Técnicas,0.0,46.0
2024-03-22,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,2 - Sistemas Representacionais,1.0,47.0
2024-03-22,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,3 - Hierarquia do Aprendizado,1.0,48.0
2024-03-22,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,4 - Rapport,1.0,49.0
2024-03-22,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,5 - Comunicação Assertiva no Design Thinking,1.0,50.0
2024-03-22,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,6 - As Armadilhas da Comunicação Humana,1.0,51.0
2024-03-22,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,7 - Mindfulness,0.0,51.0
2024-03-22,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,8 - RH 4.0,1.0,52.0
2024-03-22,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,9 - RH Tech,0.0,52.0
2024-03-24,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,1 - Relações de Trabalho e Relação Trabalhista,0.0,52.0
2024-03-25,Gestão de Recursos Humanos,10 - Metodologia da Pesquisa Científica sem correção de Artigos,9 - Regras de Apresentação,0.0,52.0
2024-03-25,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring","3 - Despertar Individual e Coletivo: Motivação, Propósito e Sonho",0.0,52.0
2024-03-25,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",7 - O Papel da Liderança no Desenvolvimento das Pessoas e nos Resultados da Empresa,0.0,52.0
2024-03-25,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,7 - Mindfulness,0.0,52.0
2024-03-25,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,1 - Relações de Trabalho e Relação Trabalhista,0.0,52.0
2024-03-26,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring","4 - Liderança de Pessoas, Evolução e Desafios",0.0,52.0
2024-03-26,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",8 - Líder Coach: Métodos e Técnicas,0.0,52.0
2024-03-26,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",9 - Mentoring e Liderança,0.0,52.0
2024-03-26,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,7 - Mindfulness,1.0,53.0
2024-03-26,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,9 - RH Tech,0.0,53.0
2024-03-27,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring","3 - Despertar Individual e Coletivo: Motivação, Propósito e Sonho",0.0,53.0
2024-03-27,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring","4 - Liderança de Pessoas, Evolução e Desafios",0.0,53.0
2024-03-27,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",9 - Mentoring e Liderança,0.0,53.0
2024-03-27,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,3 - Gestão de Cargos e Salários​,0.0,53.0
2024-03-28,Gestão de Recursos Humanos,10 - Metodologia da Pesquisa Científica sem correção de Artigos,8 - Normas ABNT,0.0,53.0
2024-03-28,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",5 - Comunicação e Feedback,0.0,53.0
2024-03-28,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,2 - Administração da remuneração,0.0,53.0
2024-03-29,Gestão de Recursos Humanos,10 - Metodologia da Pesquisa Científica sem correção de Artigos,9 - Regras de Apresentação,0.0,53.0
2024-03-29,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",6 - Trabalho em Equipe e Diversidade,0.0,53.0
2024-03-30,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",7 - O Papel da Liderança no Desenvolvimento das Pessoas e nos Resultados da Empresa,0.0,53.0
2024-04-01,Gestão de Recursos Humanos,10 - Metodologia da Pesquisa Científica sem correção de Artigos,8 - Normas ABNT,0.0,53.0
2024-04-01,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring","2 - Conhecimento, Desenvolvimento e Controle Pessoal",0.0,53.0
2024-04-01,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",5 - Comunicação e Feedback,0.0,53.0
2024-04-01,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",6 - Trabalho em Equipe e Diversidade,0.0,53.0
2024-04-01,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",7 - O Papel da Liderança no Desenvolvimento das Pessoas e nos Resultados da Empresa,0.0,53.0
2024-04-01,Gestão de Recursos Humanos,7 - Administração de Pessoal,2 - Remuneração e Plano de Remuneração,0.0,53.0
2024-04-01,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,3 - Gestão de Cargos e Salários​,0.0,53.0
2024-04-02,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring","3 - Despertar Individual e Coletivo: Motivação, Propósito e Sonho",0.0,53.0
2024-04-02,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring","4 - Liderança de Pessoas, Evolução e Desafios",0.0,53.0
2024-04-03,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",1 - Líder Coach: Desenvolvendo Competências para o Sucesso,0.0,53.0
2024-04-03,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring","2 - Conhecimento, Desenvolvimento e Controle Pessoal",0.0,53.0
2024-04-03,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",5 - Comunicação e Feedback,0.0,53.0
2024-04-03,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",6 - Trabalho em Equipe e Diversidade,0.0,53.0
2024-04-03,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",8 - Líder Coach: Métodos e Técnicas,0.0,53.0
2024-04-04,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring","2 - Conhecimento, Desenvolvimento e Controle Pessoal",0.0,53.0
2024-04-04,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",7 - O Papel da Liderança no Desenvolvimento das Pessoas e nos Resultados da Empresa,0.0,53.0
2024-04-04,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",9 - Mentoring e Liderança,0.0,53.0
2024-04-05,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",1 - Líder Coach: Desenvolvendo Competências para o Sucesso,0.0,53.0
2024-04-05,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",8 - Líder Coach: Métodos e Técnicas,0.0,53.0
2024-04-05,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",9 - Mentoring e Liderança,0.0,53.0
2024-04-08,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",1 - Líder Coach: Desenvolvendo Competências para o Sucesso,0.0,53.0
2024-04-08,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring","4 - Liderança de Pessoas, Evolução e Desafios",0.0,53.0
2024-04-08,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",5 - Comunicação e Feedback,0.0,53.0
2024-04-08,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",8 - Líder Coach: Métodos e Técnicas,0.0,53.0
2024-04-08,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",9 - Mentoring e Liderança,0.0,53.0
2024-04-09,Gestão de Recursos Humanos,10 - Metodologia da Pesquisa Científica sem correção de Artigos,9 - Regras de Apresentação,0.0,53.0
2024-04-09,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring","4 - Liderança de Pessoas, Evolução e Desafios",0.0,53.0
2024-04-09,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",9 - Mentoring e Liderança,0.0,53.0
2024-04-10,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",1 - Líder Coach: Desenvolvendo Competências para o Sucesso,0.0,53.0
2024-04-10,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",7 - O Papel da Liderança no Desenvolvimento das Pessoas e nos Resultados da Empresa,0.0,53.0
2024-04-12,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",1 - Líder Coach: Desenvolvendo Competências para o Sucesso,0.0,53.0
2024-04-12,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",5 - Comunicação e Feedback,0.0,53.0
2024-04-12,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",7 - O Papel da Liderança no Desenvolvimento das Pessoas e nos Resultados da Empresa,0.0,53.0
2024-04-15,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",1 - Líder Coach: Desenvolvendo Competências para o Sucesso,1.0,54.0
2024-04-15,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring","3 - Despertar Individual e Coletivo: Motivação, Propósito e Sonho",1.0,55.0
2024-04-15,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,8 - Retenção de Pessoas e Rescisão contratual,0.0,55.0
2024-04-15,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,9 - Legislação Trabalhista no Brasil (Reforma de 2017) e Relações Sindicais,0.0,55.0
2024-04-16,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",6 - Trabalho em Equipe e Diversidade,0.0,55.0
2024-04-16,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,4 - Férias e Décimo Terceiro Salário,0.0,55.0
2024-04-16,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,5 - Adicionais Trabalhistas Legais,0.0,55.0
2024-04-17,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",5 - Comunicação e Feedback,0.0,55.0
2024-04-18,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring","2 - Conhecimento, Desenvolvimento e Controle Pessoal",1.0,56.0
2024-04-18,Gestão de Recursos Humanos,7 - Administração de Pessoal,1 - Pesquisa e Política Salarial,0.0,56.0
2024-04-19,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,9 - RH Tech,0.0,56.0
2024-04-19,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,4 - Férias e Décimo Terceiro Salário,0.0,56.0
2024-04-22,Gestão de Recursos Humanos,7 - Administração de Pessoal,1 - Pesquisa e Política Salarial,0.0,56.0
2024-04-22,Gestão de Recursos Humanos,7 - Administração de Pessoal,2 - Remuneração e Plano de Remuneração,0.0,56.0
2024-04-22,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,9 - RH Tech,0.0,56.0
2024-04-23,Gestão de Recursos Humanos,7 - Administração de Pessoal,2 - Remuneração e Plano de Remuneração,0.0,56.0
2024-04-23,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,9 - RH Tech,0.0,56.0
2024-04-23,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,4 - Férias e Décimo Terceiro Salário,0.0,56.0
2024-04-23,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,6 - Saúde e Qualidade de Vida no Trabalho​,0.0,56.0
2024-04-23,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,7 - Administração de benefícios e carreira​,0.0,56.0
2024-04-24,Gestão de Recursos Humanos,8 - Metodologias Ágeis e Design Thinking,9 - RH Tech,1.0,57.0
2024-04-25,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",7 - O Papel da Liderança no Desenvolvimento das Pessoas e nos Resultados da Empresa,0.0,57.0
2024-04-25,Gestão de Recursos Humanos,7 - Administração de Pessoal,3 - Administração Participativa,0.0,57.0
2024-04-25,Gestão de Recursos Humanos,7 - Administração de Pessoal,4 - Adminitração de Cargos e Salários,0.0,57.0
2024-04-26,Gestão de Recursos Humanos,10 - Metodologia da Pesquisa Científica sem correção de Artigos,9 - Regras de Apresentação,0.0,57.0
2024-04-26,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring","4 - Liderança de Pessoas, Evolução e Desafios",0.0,57.0
2024-04-26,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",6 - Trabalho em Equipe e Diversidade,0.0,57.0
2024-04-29,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",5 - Comunicação e Feedback,0.0,57.0
2024-04-29,Gestão de Recursos Humanos,7 - Administração de Pessoal,1 - Pesquisa e Política Salarial,0.0,57.0
2024-04-30,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring","4 - Liderança de Pessoas, Evolução e Desafios",1.0,58.0
2024-04-30,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",5 - Comunicação e Feedback,1.0,59.0
2024-04-30,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",6 - Trabalho em Equipe e Diversidade,0.0,59.0
2024-04-30,Gestão de Recursos Humanos,7 - Administração de Pessoal,1 - Pesquisa e Política Salarial,0.0,59.0
2024-04-30,Gestão de Recursos Humanos,7 - Administração de Pessoal,2 - Remuneração e Plano de Remuneração,0.0,59.0
2024-04-30,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,4 - Férias e Décimo Terceiro Salário,0.0,59.0
2024-04-30,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,5 - Adicionais Trabalhistas Legais,0.0,59.0
2024-04-30,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,6 - Saúde e Qualidade de Vida no Trabalho​,0.0,59.0
2024-05-01,Gestão de Recursos Humanos,7 - Administração de Pessoal,8 - Gestão de Indicadores de Moral - parte 1,0.0,59.0
2024-05-01,Gestão de Recursos Humanos,7 - Administração de Pessoal,9 -  Gestão de Indicadores de Moral - parte 2,0.0,59.0
2024-05-02,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",7 - O Papel da Liderança no Desenvolvimento das Pessoas e nos Resultados da Empresa,0.0,59.0
2024-05-02,Gestão de Recursos Humanos,7 - Administração de Pessoal,5 - Planejamento e execução - parte 1,0.0,59.0
2024-05-03,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",8 - Líder Coach: Métodos e Técnicas,0.0,59.0
2024-05-06,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",6 - Trabalho em Equipe e Diversidade,0.0,59.0
2024-05-06,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",7 - O Papel da Liderança no Desenvolvimento das Pessoas e nos Resultados da Empresa,0.0,59.0
2024-05-06,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,5 - Adicionais Trabalhistas Legais,0.0,59.0
2024-05-07,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,8 - Retenção de Pessoas e Rescisão contratual,0.0,59.0
2024-05-07,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,9 - Legislação Trabalhista no Brasil (Reforma de 2017) e Relações Sindicais,0.0,59.0
2024-05-08,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",6 - Trabalho em Equipe e Diversidade,1.0,60.0
2024-05-08,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",7 - O Papel da Liderança no Desenvolvimento das Pessoas e nos Resultados da Empresa,0.0,60.0
2024-05-09,Gestão de Recursos Humanos,7 - Administração de Pessoal,3 - Administração Participativa,0.0,60.0
2024-05-13,Gestão de Recursos Humanos,7 - Administração de Pessoal,3 - Administração Participativa,0.0,60.0
2024-05-13,Gestão de Recursos Humanos,7 - Administração de Pessoal,4 - Adminitração de Cargos e Salários,0.0,60.0
2024-05-13,Gestão de Recursos Humanos,7 - Administração de Pessoal,6 - Planejamento e Execução - parte 2,0.0,60.0
2024-05-13,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,5 - Adicionais Trabalhistas Legais,0.0,60.0
2024-05-13,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,6 - Saúde e Qualidade de Vida no Trabalho​,0.0,60.0
2024-05-14,Gestão de Recursos Humanos,7 - Administração de Pessoal,7 - Administração de salários,0.0,60.0
2024-05-14,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,5 - Adicionais Trabalhistas Legais,0.0,60.0
2024-05-14,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,6 - Saúde e Qualidade de Vida no Trabalho​,0.0,60.0
2024-05-15,Gestão de Recursos Humanos,7 - Administração de Pessoal,4 - Adminitração de Cargos e Salários,0.0,60.0
2024-05-15,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,6 - Saúde e Qualidade de Vida no Trabalho​,0.0,60.0
2024-05-16,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",8 - Líder Coach: Métodos e Técnicas,0.0,60.0
2024-05-17,Gestão de Recursos Humanos,7 - Administração de Pessoal,5 - Planejamento e execução - parte 1,0.0,60.0
2024-05-19,Gestão de Recursos Humanos,7 - Administração de Pessoal,3 - Administração Participativa,0.0,60.0
2024-05-20,Gestão de Recursos Humanos,7 - Administração de Pessoal,3 - Administração Participativa,0.0,60.0
2024-05-20,Gestão de Recursos Humanos,7 - Administração de Pessoal,4 - Adminitração de Cargos e Salários,0.0,60.0
2024-05-20,Gestão de Recursos Humanos,7 - Administração de Pessoal,5 - Planejamento e execução - parte 1,0.0,60.0
2024-05-20,Gestão de Recursos Humanos,7 - Administração de Pessoal,6 - Planejamento e Execução - parte 2,0.0,60.0
2024-05-20,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,7 - Administração de benefícios e carreira​,0.0,60.0
2024-05-20,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,8 - Retenção de Pessoas e Rescisão contratual,0.0,60.0
2024-05-21,Gestão de Recursos Humanos,7 - Administração de Pessoal,1 - Pesquisa e Política Salarial,0.0,60.0
2024-05-21,Gestão de Recursos Humanos,7 - Administração de Pessoal,2 - Remuneração e Plano de Remuneração,0.0,60.0
2024-05-21,Gestão de Recursos Humanos,7 - Administração de Pessoal,3 - Administração Participativa,0.0,60.0
2024-05-21,Gestão de Recursos Humanos,7 - Administração de Pessoal,4 - Adminitração de Cargos e Salários,0.0,60.0
2024-05-21,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,9 - Legislação Trabalhista no Brasil (Reforma de 2017) e Relações Sindicais,0.0,60.0
2024-05-22,Gestão de Recursos Humanos,7 - Administração de Pessoal,1 - Pesquisa e Política Salarial,0.0,60.0
2024-05-22,Gestão de Recursos Humanos,7 - Administração de Pessoal,4 - Adminitração de Cargos e Salários,0.0,60.0
2024-05-22,Gestão de Recursos Humanos,7 - Administração de Pessoal,7 - Administração de salários,0.0,60.0
2024-05-22,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,7 - Administração de benefícios e carreira​,0.0,60.0
2024-05-22,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,8 - Retenção de Pessoas e Rescisão contratual,0.0,60.0
2024-05-23,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",8 - Líder Coach: Métodos e Técnicas,0.0,60.0
2024-05-23,Gestão de Recursos Humanos,7 - Administração de Pessoal,5 - Planejamento e execução - parte 1,0.0,60.0
2024-05-23,Gestão de Recursos Humanos,7 - Administração de Pessoal,6 - Planejamento e Execução - parte 2,0.0,60.0
2024-05-23,Gestão de Recursos Humanos,7 - Administração de Pessoal,7 - Administração de salários,0.0,60.0
2024-05-23,Gestão de Recursos Humanos,7 - Administração de Pessoal,8 - Gestão de Indicadores de Moral - parte 1,0.0,60.0
2024-05-24,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",8 - Líder Coach: Métodos e Técnicas,1.0,61.0
2024-05-24,Gestão de Recursos Humanos,7 - Administração de Pessoal,8 - Gestão de Indicadores de Moral - parte 1,0.0,61.0
2024-05-24,Gestão de Recursos Humanos,7 - Administração de Pessoal,9 -  Gestão de Indicadores de Moral - parte 2,0.0,61.0
2024-05-24,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,9 - Legislação Trabalhista no Brasil (Reforma de 2017) e Relações Sindicais,0.0,61.0
2024-05-26,Gestão de Recursos Humanos,7 - Administração de Pessoal,6 - Planejamento e Execução - parte 2,0.0,61.0
2024-05-26,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,7 - Administração de benefícios e carreira​,0.0,61.0
2024-05-26,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,8 - Retenção de Pessoas e Rescisão contratual,0.0,61.0
2024-05-27,Gestão de Recursos Humanos,7 - Administração de Pessoal,6 - Planejamento e Execução - parte 2,0.0,61.0
2024-05-27,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,7 - Administração de benefícios e carreira​,0.0,61.0
2024-05-27,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,8 - Retenção de Pessoas e Rescisão contratual,0.0,61.0
2024-05-27,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,9 - Legislação Trabalhista no Brasil (Reforma de 2017) e Relações Sindicais,0.0,61.0
2024-05-28,Gestão de Recursos Humanos,7 - Administração de Pessoal,1 - Pesquisa e Política Salarial,0.0,61.0
2024-05-28,Gestão de Recursos Humanos,7 - Administração de Pessoal,7 - Administração de salários,0.0,61.0
2024-05-28,Gestão de Recursos Humanos,7 - Administração de Pessoal,8 - Gestão de Indicadores de Moral - parte 1,0.0,61.0
2024-05-28,Gestão de Recursos Humanos,7 - Administração de Pessoal,9 -  Gestão de Indicadores de Moral - parte 2,0.0,61.0
2024-05-28,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,9 - Legislação Trabalhista no Brasil (Reforma de 2017) e Relações Sindicais,0.0,61.0
2024-05-29,Gestão de Recursos Humanos,7 - Administração de Pessoal,8 - Gestão de Indicadores de Moral - parte 1,0.0,61.0
2024-05-29,Gestão de Recursos Humanos,7 - Administração de Pessoal,9 -  Gestão de Indicadores de Moral - parte 2,0.0,61.0
2024-06-03,Gestão de Recursos Humanos,7 - Administração de Pessoal,1 - Pesquisa e Política Salarial,0.0,61.0
2024-06-03,Gestão de Recursos Humanos,7 - Administração de Pessoal,5 - Planejamento e execução - parte 1,0.0,61.0
2024-06-03,Gestão de Recursos Humanos,7 - Administração de Pessoal,7 - Administração de salários,0.0,61.0
2024-06-04,Gestão de Recursos Humanos,7 - Administração de Pessoal,5 - Planejamento e execução - parte 1,0.0,61.0
2024-06-04,Gestão de Recursos Humanos,7 - Administração de Pessoal,6 - Planejamento e Execução - parte 2,0.0,61.0
2024-06-05,Gestão de Recursos Humanos,7 - Administração de Pessoal,2 - Remuneração e Plano de Remuneração,0.0,61.0
2024-06-06,Gestão de Recursos Humanos,7 - Administração de Pessoal,1 - Pesquisa e Política Salarial,0.0,61.0
2024-06-06,Gestão de Recursos Humanos,7 - Administração de Pessoal,6 - Planejamento e Execução - parte 2,0.0,61.0
2024-06-06,Gestão de Recursos Humanos,7 - Administração de Pessoal,7 - Administração de salários,0.0,61.0
2024-06-06,Gestão de Recursos Humanos,7 - Administração de Pessoal,8 - Gestão de Indicadores de Moral - parte 1,0.0,61.0
2024-06-06,Gestão de Recursos Humanos,7 - Administração de Pessoal,9 -  Gestão de Indicadores de Moral - parte 2,0.0,61.0
2024-06-07,Gestão de Recursos Humanos,7 - Administração de Pessoal,2 - Remuneração e Plano de Remuneração,0.0,61.0
2024-06-07,Gestão de Recursos Humanos,7 - Administração de Pessoal,3 - Administração Participativa,0.0,61.0
2024-06-07,Gestão de Recursos Humanos,7 - Administração de Pessoal,5 - Planejamento e execução - parte 1,0.0,61.0
2024-06-07,Gestão de Recursos Humanos,7 - Administração de Pessoal,7 - Administração de salários,0.0,61.0
2024-06-10,Gestão de Recursos Humanos,7 - Administração de Pessoal,8 - Gestão de Indicadores de Moral - parte 1,0.0,61.0
2024-06-11,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",9 - Mentoring e Liderança,0.0,61.0
2024-06-11,Gestão de Recursos Humanos,7 - Administração de Pessoal,4 - Adminitração de Cargos e Salários,0.0,61.0
2024-06-11,Gestão de Recursos Humanos,7 - Administração de Pessoal,9 -  Gestão de Indicadores de Moral - parte 2,0.0,61.0
2024-06-12,Gestão de Recursos Humanos,"4 - Liderança, Coaching e Mentoring",9 - Mentoring e Liderança,0.0,61.0
2024-06-12,Gestão de Recursos Humanos,7 - Administração de Pessoal,3 - Administração Participativa,0.0,61.0
2024-06-13,Gestão de Recursos Humanos,7 - Administração de Pessoal,2 - Remuneração e Plano de Remuneração,0.0,61.0
2024-06-17,Gestão de Recursos Humanos,7 - Administração de Pessoal,2 - Remuneração e Plano de Remuneração,0.0,61.0
2024-06-17,Gestão de Recursos Humanos,7 - Administração de Pessoal,4 - Adminitração de Cargos e Salários,0.0,61.0
2024-06-19,Gestão de Recursos Humanos,7 - Administração de Pessoal,5 - Planejamento e execução - parte 1,0.0,61.0
2024-06-19,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,1 - Relações de Trabalho e Relação Trabalhista,0.0,61.0
2024-06-19,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,2 - Administração da remuneração,0.0,61.0
2024-06-19,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,3 - Gestão de Cargos e Salários​,0.0,61.0
2024-06-19,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,4 - Férias e Décimo Terceiro Salário,0.0,61.0
2024-06-20,Gestão de Recursos Humanos,7 - Administração de Pessoal,1 - Pesquisa e Política Salarial,0.0,61.0
2024-06-20,Gestão de Recursos Humanos,7 - Administração de Pessoal,6 - Planejamento e Execução - parte 2,0.0,61.0
2024-06-20,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,1 - Relações de Trabalho e Relação Trabalhista,0.0,61.0
2024-06-20,Gestão de Recursos Humanos,9 - Legislação e Relações Sindicais,3 - Gestão de Cargos e Salários​,0.0,61.0
2024-06-21,Gestão de Recursos Humanos,7 - Administração de Pessoal,2 - Remuneração e Plano de Remuneração,0.0,61.0
2024-06-21,Gestão de Recursos Humanos,7 - Administração de Pessoal,5 - Planejamento e execução - parte 1,0.0,61.0
